Data Source in SDW: https://sdw.ecb.europa.eu/browseSelection.do?org.apache.struts.taglib.html.TOKEN=a84d6d4e363935007adfef754b21c2a0&df=true&ec=&dc=&oc=&pb=&rc=&DATASET=1&removeItem=&removedItemList=&mergeFilter=&activeTab=YC&showHide=&MAX_DOWNLOAD_SERIES=500&SERIES_MAX_NUM=50&node=9691417&legendRef=reference&legendPub=published&legendNor=
,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_10Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_11Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_12Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_13Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_14Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_15Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_16Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_17Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_18Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_19Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_1Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_20Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_21Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_22Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_23Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_24Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_25Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_26Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_27Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_28Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_29Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_2Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_30Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_3M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_3Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_4Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_5Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_6M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_6Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_7Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_8Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_9Y
2022-12-30,2.555314,2.573623,2.588122,2.598766,2.605688,2.609120,2.609346,2.606667,2.601387,2.593801,2.460508,2.584189,2.572812,2.559913,2.545712,2.530410,2.514190,2.497214,2.479630,2.461568,2.443144,2.565336,2.424461,1.710096,2.502110,2.459774,2.450907,2.092719,2.462789,2.484482,2.509307,2.533563
2022-12-29,2.526705,2.542561,2.554531,2.562679,2.567206,2.568391,2.566541,2.561973,2.554997,2.545910,2.426932,2.534986,2.522483,2.508633,2.493648,2.477720,2.461020,2.443702,2.425902,2.407740,2.389323,2.511002,2.370744,1.761491,2.456581,2.424919,2.422944,2.104636,2.438101,2.460569,2.484610,2.507164
2022-12-28,2.522043,2.536076,2.546616,2.553686,2.557447,2.558131,2.556007,2.551355,2.544452,2.535565,2.390295,2.524944,2.512822,2.499414,2.484916,2.469504,2.453338,2.436562,2.419303,2.401677,2.383784,2.496117,2.365713,1.789419,2.460086,2.434268,2.431940,2.090595,2.444502,2.463835,2.484858,2.504746
2022-12-27,2.501054,2.511595,2.518915,2.523038,2.524119,2.522382,2.518086,2.511499,2.502883,2.492493,2.379211,2.480566,2.467322,2.452962,2.437669,2.421608,2.404928,2.387761,2.370225,2.352424,2.334450,2.492056,2.316384,1.804506,2.461602,2.435913,2.430859,2.089131,2.439572,2.454734,2.471606,2.487509
2022-12-23,2.464312,2.469883,2.472132,2.471171,2.467234,2.460611,2.451610,2.440540,2.427696,2.413352,2.369689,2.397760,2.381148,2.363720,2.345657,2.327120,2.308249,2.289167,2.269980,2.250780,2.231645,2.487940,2.212643,1.750226,2.452971,2.423084,2.414544,2.058004,2.419854,2.431327,2.444106,2.455538
2022-12-22,2.442079,2.448766,2.451745,2.451216,2.447479,2.440872,2.431746,2.420437,2.407266,2.392526,2.370308,2.376486,2.359386,2.341439,2.322838,2.303748,2.284316,2.264670,2.244919,2.225158,2.205469,2.449678,2.185919,1.769422,2.404474,2.377745,2.375317,2.079063,2.386193,2.401988,2.417954,2.431681
2022-12-21,2.359988,2.367330,2.371217,2.371798,2.369327,2.364104,2.356446,2.346663,2.335053,2.321890,2.310399,2.307426,2.291890,2.275486,2.258397,2.240782,2.222784,2.204526,2.186117,2.167649,2.149203,2.382011,2.130847,1.717292,2.331634,2.301293,2.296299,2.024245,2.305422,2.320134,2.335578,2.349254
2022-12-20,2.361218,2.370677,2.376551,2.378948,2.378104,2.374314,2.367897,2.359175,2.348453,2.336019,2.292874,2.322140,2.307054,2.290981,2.274113,2.256623,2.238664,2.220369,2.201855,2.183223,2.164561,2.384269,2.145945,1.636924,2.332021,2.297624,2.290521,1.972342,2.299485,2.315301,2.332536,2.348309
2022-12-19,2.275403,2.281628,2.284000,2.282768,2.278274,2.270896,2.261014,2.248991,2.235166,2.219847,2.276041,2.203312,2.185808,2.167553,2.148739,2.129532,2.110077,2.090496,2.070896,2.051368,2.031986,2.317665,2.012814,1.619039,2.248319,2.213107,2.208580,1.971405,2.219343,2.235427,2.251583,2.265274
2022-12-16,2.241556,2.242005,2.239022,2.232833,2.223767,2.212188,2.198465,2.182946,2.165958,2.147793,2.295875,2.128713,2.108949,2.088702,2.068145,2.047428,2.026679,2.006003,1.985492,1.965220,1.945247,2.353046,1.925624,1.592632,2.275925,2.228650,2.213009,1.964031,2.214227,2.222004,2.230737,2.237663
2022-12-15,2.080991,2.095011,2.105085,2.111398,2.114246,2.113970,2.110924,2.105455,2.097889,2.088531,2.258647,2.077656,2.065516,2.052333,2.038307,2.023612,2.008404,1.992817,1.976969,1.960962,1.944883,2.153064,1.928808,1.584669,2.028019,1.981259,1.978569,1.999189,1.995007,2.018030,2.041651,2.063054
2022-12-14,2.009708,2.014934,2.016534,2.014909,2.010477,2.003644,1.994786,1.984247,1.972332,1.959315,2.056560,1.945432,1.930891,1.915869,1.900520,1.884974,1.869342,1.853718,1.838179,1.822790,1.807603,1.987991,1.792662,1.629989,1.928335,1.918097,1.930595,1.901243,1.950263,1.970125,1.987249,2.000528
2022-12-13,1.934781,1.936459,1.934964,1.930682,1.924013,1.915343,1.905026,1.893384,1.880698,1.867214,2.067065,1.853146,1.838674,1.823952,1.809110,1.794256,1.779478,1.764851,1.750432,1.736270,1.722400,1.976729,1.708852,1.609911,1.899360,1.877625,1.881783,1.904978,1.894725,1.908824,1.920866,1.929622
2022-12-12,1.948573,1.947112,1.942822,1.936042,1.927131,1.916443,1.904306,1.891017,1.876839,1.862000,2.107343,1.846698,1.831102,1.815353,1.799570,1.783854,1.768284,1.752928,1.737837,1.723053,1.708610,2.035025,1.694529,1.633820,1.953183,1.923022,1.919560,1.927251,1.926117,1.934823,1.942234,1.946958
2022-12-09,1.976751,1.975675,1.971104,1.963609,1.953739,1.941991,1.928806,1.914558,1.899565,1.884093,2.115523,1.868360,1.852543,1.836786,1.821201,1.805878,1.790885,1.776271,1.762074,1.748318,1.735019,2.031453,1.722184,1.512916,1.944613,1.920473,1.925676,1.889386,1.940083,1.954850,1.966469,1.973801
2022-12-08,1.879956,1.881189,1.879319,1.874825,1.868178,1.859809,1.850096,1.839371,1.827911,1.815952,2.015503,1.803686,1.791273,1.778840,1.766490,1.754304,1.742345,1.730661,1.719286,1.708245,1.697555,1.929789,1.687225,1.462027,1.845707,1.821766,1.826139,1.810591,1.839828,1.854452,1.866627,1.875188
2022-12-07,1.850310,1.852073,1.850951,1.847364,1.841729,1.834439,1.825843,1.816246,1.805910,1.795055,1.970497,1.783866,1.772494,1.761063,1.749672,1.738401,1.727313,1.716455,1.705864,1.695565,1.685577,1.906255,1.675911,1.424493,1.825301,1.798922,1.800508,1.757956,1.812112,1.825416,1.836915,1.845311
2022-12-06,1.860455,1.859369,1.855839,1.850276,1.843080,1.834614,1.825199,1.815105,1.804561,1.793752,1.987256,1.782830,1.771917,1.761109,1.750477,1.740080,1.729958,1.720140,1.710646,1.701488,1.692670,1.940694,1.684195,1.431780,1.862063,1.832823,1.830279,1.762986,1.837519,1.846549,1.854022,1.858736
2022-12-05,1.917059,1.915563,1.911540,1.905417,1.897613,1.888506,1.878430,1.867667,1.856452,1.844979,2.009291,1.833405,1.821856,1.810429,1.799201,1.788229,1.777554,1.767207,1.757206,1.747563,1.738283,1.990850,1.729366,1.427477,1.918696,1.890162,1.887548,1.762681,1.894748,1.903752,1.911133,1.915649
2022-12-02,1.904965,1.905690,1.904000,1.900299,1.894974,1.888381,1.880828,1.872577,1.863848,1.854820,1.985064,1.845639,1.836422,1.827262,1.818228,1.809376,1.800746,1.792366,1.784257,1.776430,1.768892,1.957771,1.761645,1.443790,1.889646,1.865288,1.865568,1.760262,1.874905,1.885771,1.895002,1.901469
2022-12-01,1.881787,1.884217,1.884344,1.882587,1.879339,1.874943,1.869692,1.863829,1.857554,1.851025,1.985878,1.844371,1.837689,1.831056,1.824531,1.818155,1.811959,1.805964,1.800184,1.794625,1.789291,1.922140,1.784180,1.454288,1.849101,1.828166,1.832203,1.782438,1.844423,1.857486,1.868531,1.876653
2022-11-30,1.993942,1.994243,1.992318,1.988563,1.983356,1.977037,1.969897,1.962182,1.954094,1.945796,2.022338,1.937417,1.929060,1.920803,1.912706,1.904812,1.897153,1.889750,1.882615,1.875756,1.869174,2.037823,1.862867,1.461620,1.982343,1.959692,1.959184,1.773294,1.967356,1.977117,1.985385,1.991058
2022-11-29,1.993549,1.996952,1.997586,1.995941,1.992475,1.987593,1.981642,1.974912,1.967642,1.960025,2.007981,1.952215,1.944336,1.936481,1.928725,1.921121,1.913710,1.906521,1.899571,1.892874,1.886434,2.000685,1.880252,1.406532,1.940846,1.923889,1.931199,1.752173,1.946794,1.963001,1.976707,1.986910
2022-11-28,2.060424,2.063368,2.063254,2.060673,2.056166,2.050198,2.043163,2.035380,2.027111,2.018560,2.102012,2.009891,2.001227,1.992663,1.984269,1.976096,1.968180,1.960542,1.953198,1.946153,1.939407,2.078471,1.932957,1.386067,2.004278,1.984156,1.992633,1.804316,2.010310,2.028293,2.043136,2.053833
2022-11-25,2.033214,2.036886,2.037737,2.036236,2.032840,2.027959,2.021948,2.015108,2.007689,1.999891,2.131398,1.991879,1.983780,1.975696,1.967704,1.959863,1.952215,1.944791,1.937612,1.930691,1.924033,2.095492,1.917641,1.423640,2.006171,1.974157,1.974616,1.837515,1.987306,2.002457,2.015954,2.026308
2022-11-24,1.915166,1.919302,1.921510,1.922034,1.921145,1.919106,1.916154,1.912499,1.908319,1.903762,2.014297,1.898951,1.893986,1.888945,1.883893,1.878879,1.873941,1.869108,1.864400,1.859833,1.855415,2.004723,1.851153,1.415078,1.924050,1.886088,1.877470,1.753476,1.882101,1.891233,1.900770,1.908957
2022-11-23,2.005301,2.007578,2.007900,2.006634,2.004131,2.000695,1.996586,1.992012,1.987144,1.982113,2.027364,1.977022,1.971948,1.966950,1.962068,1.957333,1.952763,1.948370,1.944162,1.940138,1.936298,2.058449,1.932639,1.368201,1.996792,1.969223,1.966560,1.729943,1.974260,1.984457,1.993700,2.000733
2022-11-22,2.076607,2.087173,2.094122,2.097977,2.099249,2.098413,2.095888,2.092033,2.087155,2.081509,2.032651,2.075306,2.068720,2.061890,2.054930,2.047929,2.040957,2.034069,2.027307,2.020701,2.014274,2.045705,2.008041,1.302388,1.978778,1.959993,1.971672,1.712634,1.994987,2.020204,2.043062,2.061976
2022-11-21,2.060946,2.072977,2.081065,2.085804,2.087764,2.087461,2.085347,2.081809,2.077172,2.071708,2.038009,2.065640,2.059153,2.052393,2.045481,2.038510,2.031554,2.024673,2.017909,2.011296,2.004857,2.004778,1.998610,1.327101,1.932489,1.920022,1.938660,1.746901,1.967545,1.996991,2.023056,2.044424
2022-11-18,2.111658,2.125285,2.134432,2.139791,2.142012,2.141680,2.139304,2.135321,2.130096,2.123934,2.069616,2.117087,2.109760,2.102121,2.094303,2.086413,2.078536,2.070737,2.063066,2.055561,2.048250,2.018950,2.041152,1.344380,1.947991,1.942780,1.968813,1.782499,2.003972,2.038469,2.068494,2.092890
2022-11-17,2.136140,2.149681,2.158470,2.163247,2.164715,2.163503,2.160159,2.155151,2.148870,2.141643,2.108621,2.133736,2.125366,2.116711,2.107909,2.099072,2.090286,2.081619,2.073121,2.064829,2.056769,2.061299,2.048961,1.279392,1.977958,1.966444,1.990699,1.773997,2.026064,2.061374,2.092201,2.117145
2022-11-16,2.100597,2.113350,2.122364,2.128129,2.131142,2.131873,2.130743,2.128120,2.124321,2.119612,2.100515,2.114218,2.108323,2.102080,2.095614,2.089025,2.082393,2.075782,2.069242,2.062811,2.056518,2.084009,2.050385,1.347130,2.001072,1.976532,1.986902,1.780156,2.010871,2.037677,2.062575,2.083714
2022-11-15,2.188502,2.204836,2.216473,2.224078,2.228302,2.229734,2.228899,2.226247,2.222164,2.216974,2.159246,2.210946,2.204304,2.197230,2.189873,2.182354,2.174770,2.167197,2.159694,2.152308,2.145073,2.101415,2.138017,1.382392,2.018899,2.008386,2.033414,1.850806,2.069832,2.106682,2.139524,2.166859
2022-11-14,2.208731,2.227831,2.241665,2.250990,2.256531,2.258948,2.258819,2.256646,2.252853,2.247799,2.186496,2.241783,2.235051,2.227808,2.220219,2.212420,2.204517,2.196597,2.188729,2.180964,2.173342,2.087091,2.165895,1.394590,1.998970,1.994652,2.027529,1.892643,2.071135,2.114127,2.152095,2.183652
2022-11-11,2.240689,2.258606,2.271238,2.279395,2.283837,2.285246,2.284217,2.281256,2.276791,2.271176,2.166570,2.264704,2.257617,2.250108,2.242336,2.234425,2.226476,2.218565,2.210754,2.203088,2.195600,2.110143,2.188316,1.324329,2.031512,2.029039,2.062442,1.833207,2.106115,2.148783,2.186082,2.216709
2022-11-10,2.145936,2.148607,2.148393,2.146241,2.142840,2.138686,2.134127,2.129402,2.124674,2.120047,2.061829,2.115587,2.111332,2.107301,2.103500,2.099927,2.096574,2.093431,2.090485,2.087724,2.085134,1.972353,2.082703,1.245963,1.950565,1.988581,2.036128,1.797619,2.076469,2.106311,2.126553,2.139122
2022-11-09,2.389448,2.403343,2.411097,2.413938,2.412925,2.408946,2.402732,2.394879,2.385862,2.376061,2.123712,2.365773,2.355232,2.344615,2.334059,2.323664,2.313505,2.303633,2.294084,2.284879,2.276032,2.130113,2.267545,1.210341,2.100373,2.132836,2.189404,1.748991,2.247276,2.297570,2.337792,2.368055
2022-11-08,2.389448,2.403343,2.411097,2.413938,2.412925,2.408946,2.402732,2.394879,2.385862,2.376061,2.123712,2.365773,2.355232,2.344615,2.334059,2.323664,2.313505,2.303633,2.294084,2.284879,2.276032,2.130113,2.267545,1.210341,2.100373,2.132836,2.189404,1.748991,2.247276,2.297570,2.337792,2.368055
2022-11-07,2.426325,2.444740,2.455888,2.461134,2.461668,2.458505,2.452492,2.444326,2.434576,2.423702,2.113454,2.412071,2.399975,2.387645,2.375259,2.362954,2.350833,2.338974,2.327432,2.316244,2.305436,2.103372,2.295022,1.161790,2.074249,2.115983,2.183868,1.732343,2.252765,2.312983,2.361759,2.399158
2022-11-04,2.370730,2.388193,2.398292,2.402454,2.401912,2.397708,2.390704,2.381609,2.370996,2.359326,2.071639,2.346965,2.334202,2.321264,2.308325,2.295518,2.282941,2.270669,2.258751,2.247222,2.236103,2.032513,2.225406,1.152715,2.005939,2.053938,2.126096,1.721590,2.197292,2.258472,2.307355,2.344323
2022-11-03,2.342125,2.361787,2.373970,2.380055,2.381252,2.378588,2.372923,2.364969,2.355309,2.344416,1.979057,2.332673,2.320383,2.307791,2.295084,2.282412,2.269887,2.257593,2.245594,2.233934,2.222643,1.966153,2.211740,1.131679,1.956084,2.010882,2.086341,1.648451,2.159842,2.223161,2.274236,2.313457
2022-11-02,2.234079,2.256353,2.271334,2.280337,2.284516,2.284860,2.282199,2.277221,2.270492,2.262469,1.961170,2.253524,2.243955,2.233998,2.223838,2.213622,2.203461,2.193440,2.183623,2.174055,2.164770,1.897264,2.155787,1.066764,1.860084,1.903416,1.974148,1.629839,2.046125,2.109652,2.161968,2.203086
2022-11-01,2.253663,2.282400,2.303494,2.318185,2.327591,2.332689,2.334316,2.333177,2.329863,2.324865,1.949516,2.318585,2.311355,2.303442,2.295064,2.286395,2.277575,2.268712,2.259892,2.251182,2.242632,1.886958,2.234278,1.058369,1.847170,1.890201,1.963470,1.616271,2.040010,2.109347,2.168136,2.215979
2022-10-31,2.239139,2.265229,2.284332,2.297527,2.305803,2.310040,2.310995,2.309318,2.305556,2.300167,1.930783,2.293531,2.285962,2.277718,2.269009,2.260004,2.250840,2.241625,2.232446,2.223369,2.214447,1.920292,2.205716,1.079828,1.885437,1.918489,1.980471,1.585635,2.047348,2.108961,2.161736,2.204963
2022-10-28,2.184665,2.212809,2.233815,2.248766,2.258662,2.264394,2.266732,2.266336,2.263763,2.259480,1.908576,2.253876,2.247272,2.239931,2.232069,2.223861,2.215447,2.206940,2.198429,2.189984,2.181660,1.869808,2.173496,1.022103,1.822221,1.852299,1.914886,1.559784,1.983642,2.047562,2.102729,2.148286
2022-10-27,2.164859,2.196066,2.220195,2.238244,2.251153,2.259773,2.264852,2.267036,2.266879,2.264846,1.898495,2.261330,2.256659,2.251104,2.244890,2.238201,2.231186,2.223969,2.216647,2.209298,2.201985,1.864454,2.194756,0.979468,1.806989,1.829415,1.888206,1.529858,1.955930,2.020577,2.077567,2.125610
2022-10-26,2.267224,2.295754,2.317079,2.332269,2.342325,2.348142,2.350500,2.350068,2.347415,2.343014,1.881777,2.337263,2.330489,2.322961,2.314901,2.306487,2.297862,2.289142,2.280419,2.271763,2.263231,1.940309,2.254865,0.912012,1.909978,1.938385,1.998238,1.455180,2.065624,2.129181,2.184503,2.230427
2022-10-25,2.286172,2.315816,2.338470,2.355108,2.366658,2.373963,2.377767,2.378714,2.377355,2.374157,1.814945,2.369513,2.363749,2.357137,2.349902,2.342228,2.334265,2.326133,2.317932,2.309737,2.301611,1.941045,2.293601,0.872764,1.932995,1.963166,2.020431,1.374119,2.085412,2.147568,2.202427,2.248607
2022-10-24,2.419958,2.455939,2.483908,2.504884,2.519859,2.529747,2.535369,2.537449,2.536614,2.533406,1.844765,2.528285,2.521644,2.513814,2.505073,2.495654,2.485750,2.475520,2.465096,2.454587,2.444077,1.992368,2.433639,0.890585,1.998347,2.040007,2.108266,1.392918,2.183935,2.256228,2.320432,2.375014
2022-10-21,2.545366,2.583740,2.613466,2.635613,2.651224,2.661271,2.666629,2.668074,2.666283,2.661843,1.867110,2.655259,2.646961,2.637315,2.626629,2.615163,2.603136,2.590728,2.578089,2.565342,2.552589,2.058615,2.539910,0.895480,2.085050,2.136588,2.211598,1.394362,2.292994,2.370372,2.439017,2.497356
2022-10-20,2.507453,2.542033,2.568765,2.588571,2.602379,2.611066,2.615433,2.616190,2.613965,2.609299,1.878122,2.602662,2.594452,2.585009,2.574620,2.563528,2.551933,2.540005,2.527881,2.515677,2.503485,2.095670,2.491380,0.885299,2.116929,2.153561,2.213895,1.384628,2.283150,2.350888,2.411920,2.464229
2022-10-19,2.443988,2.475151,2.498777,2.515848,2.527322,2.534082,2.536919,2.536526,2.533504,2.528367,1.830585,2.521551,2.513427,2.504303,2.494438,2.484046,2.473303,2.462354,2.451317,2.440287,2.429339,2.038662,2.418534,0.873476,2.063503,2.103662,2.164931,1.356781,2.232928,2.298030,2.355704,2.404380
2022-10-18,2.364947,2.401212,2.429298,2.450326,2.465356,2.475344,2.481138,2.483475,2.482989,2.480219,1.784867,2.475625,2.469592,2.462444,2.454448,2.445830,2.436774,2.427430,2.417923,2.408352,2.398797,1.903707,2.389324,0.864902,1.912862,1.964313,2.040672,1.361078,2.121779,2.197461,2.263682,2.319404
2022-10-17,2.375277,2.412475,2.440523,2.460831,2.474679,2.483192,2.487346,2.487969,2.485765,2.481323,1.811555,2.475134,2.467604,2.459071,2.449809,2.440044,2.429957,2.419696,2.409378,2.399095,2.388920,1.850672,2.378910,0.857728,1.852898,1.920933,2.014753,1.412723,2.109484,2.194874,2.267632,2.327456
2022-10-14,2.390919,2.431474,2.462881,2.486459,2.503418,2.514844,2.521683,2.524752,2.524752,2.522275,1.735789,2.517823,2.511814,2.504599,2.496470,2.487668,2.478391,2.468802,2.459033,2.449189,2.439358,1.832240,2.429608,0.815180,1.853323,1.924760,2.019156,1.326504,2.114795,2.201915,2.277112,2.339870
2022-10-13,2.451890,2.489835,2.518879,2.540350,2.555461,2.565287,2.570759,2.572676,2.571719,2.568462,1.706741,2.563385,2.556891,2.549313,2.540928,2.531961,2.522599,2.512993,2.503264,2.493511,2.483810,1.866495,2.474223,0.830453,1.917167,1.997338,2.092888,1.294158,2.186979,2.271540,2.343833,2.403654
2022-10-12,2.495448,2.536821,2.568036,2.590683,2.606186,2.615788,2.620561,2.621418,2.619128,2.614340,1.671591,2.607593,2.599336,2.589941,2.579712,2.568900,2.557707,2.546297,2.534804,2.523331,2.511962,1.808553,2.500761,0.763415,1.870213,1.971478,2.086726,1.261139,2.196791,2.293746,2.375435,2.442215
2022-10-11,2.450996,2.483134,2.506180,2.521707,2.531099,2.535539,2.536027,2.533402,2.528354,2.521454,1.663921,2.513167,2.503872,2.493874,2.483418,2.472700,2.461874,2.451059,2.440350,2.429817,2.419513,1.841846,2.409476,0.729019,1.907072,1.998933,2.101652,1.224671,2.198698,2.282923,2.352514,2.408041
2022-10-10,2.308001,2.334295,2.352675,2.364694,2.371669,2.374691,2.374656,2.372291,2.368179,2.362786,1.631282,2.356483,2.349560,2.342245,2.334714,2.327103,2.319513,2.312021,2.304683,2.297538,2.290615,1.764936,2.283930,0.702543,1.816747,1.902814,1.998964,1.213271,2.087952,2.163450,2.224438,2.272019
2022-10-07,2.278110,2.300367,2.315232,2.324178,2.328455,2.329103,2.326974,2.322755,2.316999,2.310145,1.623170,2.302539,2.294452,2.286093,2.277623,2.269164,2.260808,2.252620,2.244649,2.236926,2.229473,1.795358,2.222300,0.655319,1.844167,1.918031,2.002705,1.169566,2.082276,2.150074,2.204648,2.246793
2022-10-06,2.150407,2.170131,2.183509,2.191961,2.196642,2.198479,2.198204,2.196388,2.193472,2.189796,1.581789,2.185620,2.181138,2.176497,2.171803,2.167136,2.162550,2.158084,2.153764,2.149606,2.145617,1.704434,2.141802,0.607726,1.742041,1.814578,1.897066,1.148206,1.972579,2.035389,2.084950,2.122649
2022-10-05,2.039071,2.059513,2.076550,2.090966,2.103323,2.114032,2.123403,2.131671,2.139021,2.145597,1.512128,2.151515,2.156870,2.161738,2.166182,2.170257,2.174005,2.177465,2.180669,2.183643,2.186413,1.559545,2.188998,0.670775,1.627982,1.730645,1.821217,1.179393,1.890802,1.943068,1.982930,2.014098
2022-10-04,1.936058,1.955877,1.972396,1.986374,1.998355,2.008739,2.017825,2.025842,2.032969,2.039345,1.430168,2.045083,2.050275,2.054996,2.059305,2.063256,2.066890,2.070245,2.073351,2.076236,2.078921,1.488598,2.081428,0.678430,1.549271,1.642111,1.726629,1.121038,1.792862,1.843137,1.881667,1.911853
2022-10-03,2.044694,2.063308,2.078823,2.091950,2.103203,2.112955,2.121488,2.129018,2.135710,2.141699,1.533519,2.147088,2.151964,2.156397,2.160444,2.164154,2.167568,2.170718,2.173636,2.176345,2.178867,1.602176,2.181221,0.709474,1.669588,1.763821,1.846346,1.197303,1.909692,1.957276,1.993572,2.021953
2022-09-30,2.134773,2.151569,2.165567,2.177411,2.187562,2.196361,2.204059,2.210852,2.216890,2.222293,1.543368,2.227155,2.231554,2.235553,2.239205,2.242552,2.245631,2.248474,2.251106,2.253550,2.255825,1.666219,2.257949,0.673857,1.768457,1.872123,1.953103,1.184852,2.012236,2.055717,2.088607,2.114248
2022-09-29,2.252503,2.267796,2.280542,2.291326,2.300570,2.308581,2.315591,2.321776,2.327274,2.332193,1.594352,2.336620,2.340626,2.344268,2.347592,2.350640,2.353444,2.356032,2.358429,2.360654,2.362726,1.796784,2.364660,0.662921,1.913077,2.012285,2.086909,1.176934,2.140901,2.180515,2.210466,2.233814
2022-09-28,2.195363,2.210001,2.222201,2.232523,2.241371,2.249039,2.255749,2.261669,2.266932,2.271640,1.592781,2.275878,2.279712,2.283198,2.286380,2.289297,2.291981,2.294459,2.296753,2.298883,2.300866,1.778489,2.302717,0.615672,1.877356,1.967430,2.037383,1.158372,2.088669,2.126488,2.155133,2.177475
2022-09-27,2.182903,2.192357,2.200235,2.206901,2.212615,2.217567,2.221901,2.225724,2.229122,2.232163,1.671139,2.234900,2.237376,2.239627,2.241682,2.243566,2.245299,2.246899,2.248380,2.249756,2.251037,1.886719,2.252232,0.575529,1.969241,2.033199,2.080186,1.176506,2.113822,2.138381,2.156913,2.171349
2022-09-26,2.092629,2.098643,2.103654,2.107895,2.111530,2.114680,2.117436,2.119868,2.122030,2.123964,1.661185,2.125705,2.127280,2.128712,2.130020,2.131218,2.132320,2.133338,2.134281,2.135156,2.135970,1.868978,2.136731,0.666705,1.946042,1.994677,2.026671,1.218258,2.048556,2.064282,2.076091,2.085279
2022-09-23,2.015053,2.020496,2.025033,2.028871,2.032162,2.035013,2.037508,2.039710,2.041667,2.043418,1.610027,2.044993,2.046419,2.047715,2.048899,2.049984,2.050982,2.051903,2.052756,2.053548,2.054285,1.814677,2.054974,0.624045,1.883480,1.926677,1.955407,1.165515,1.975168,1.989394,2.000083,2.008399
2022-09-22,1.992623,2.000861,2.007727,2.013536,2.018515,2.022830,2.026606,2.029938,2.032899,2.035549,1.590871,2.037934,2.040092,2.042053,2.043844,2.045486,2.046996,2.048390,2.049681,2.050880,2.051996,1.747942,2.053038,0.608058,1.809201,1.862648,1.903187,1.161781,1.932434,1.953827,1.969975,1.982555
2022-09-21,1.913965,1.924142,1.932623,1.939800,1.945951,1.951282,1.955946,1.960062,1.963721,1.966994,1.469983,1.969940,1.972606,1.975029,1.977241,1.979269,1.981135,1.982858,1.984452,1.985933,1.987312,1.621038,1.988599,0.531563,1.690445,1.754381,1.803755,1.061249,1.839680,1.866054,1.885990,1.901528
2022-09-20,1.984119,1.997471,2.008598,2.018014,2.026084,2.033079,2.039199,2.044599,2.049399,2.053694,1.452963,2.057559,2.061056,2.064235,2.067138,2.069799,2.072247,2.074507,2.076599,2.078542,2.080351,1.613809,2.082039,0.530772,1.697311,1.777116,1.840249,1.046097,1.886854,1.921308,1.947426,1.967804
2022-09-19,1.844714,1.858451,1.869899,1.879585,1.887888,1.895083,1.901379,1.906935,1.911873,1.916291,1.356115,1.920268,1.923866,1.927137,1.930123,1.932860,1.935379,1.937704,1.939856,1.941855,1.943716,1.460912,1.945453,0.490521,1.543491,1.629103,1.695865,1.004077,1.744421,1.780039,1.806953,1.827927
2022-09-16,1.820071,1.830633,1.839436,1.846884,1.853268,1.858801,1.863642,1.867914,1.871711,1.875108,1.222283,1.878166,1.880932,1.883447,1.885743,1.887848,1.889785,1.891572,1.893227,1.894764,1.896195,1.452025,1.897531,0.412747,1.569051,1.649665,1.704593,0.845344,1.742737,1.770297,1.791027,1.807161
